source,target,weight
3i6lAgVHplDXb6zrjIeBeK,4SsVbpTthjScTS7U2hmr1X,1
1dKdetem2xEmjgvyymzytS,4SsVbpTthjScTS7U2hmr1X,2
2cPqdH7XMvwaBJEVjheH8g,4SsVbpTthjScTS7U2hmr1X,3
5lFhCi03HDneWzvCxGctrT,64aJYyrXljOodnUG6jvhRD,1
3EiLUeyEcA6fbRPSHkG5kb,64aJYyrXljOodnUG6jvhRD,1
3EiLUeyEcA6fbRPSHkG5kb,3qcl8ck0RTpenPbFmZa2p5,1
12vb80Km0Ew53ABfJOepVz,3EiLUeyEcA6fbRPSHkG5kb,5
14zUHaJZo1mnYtn6IBRaRP,4SsVbpTthjScTS7U2hmr1X,2
38epWdyauFwdRkldqUMfWE,6K33IlAAM2crUmPtnc4j6H,1
4SsVbpTthjScTS7U2hmr1X,6w9ToX5slZ4uIdmD17hJ3c,1
12vb80Km0Ew53ABfJOepVz,64aJYyrXljOodnUG6jvhRD,1
1vyhD5VmyZ7KMfW5gqLgo5,4SsVbpTthjScTS7U2hmr1X,2
4SsVbpTthjScTS7U2hmr1X,4VMYDCV2IEDYJArk749S6m,3
0F0qHLgO0rPrxKUjv19N7z,4IMAo2UQchVFyPH24PAjUs,1
329e4yvIujISKGKz1BZZbO,4Tw0VaV1ENei24iQnktjXj,1
329e4yvIujISKGKz1BZZbO,5sZKwZcGSzyVnO1P62PdCq,1
4SsVbpTthjScTS7U2hmr1X,7BOLXRhKCofrP6ESS7Owuo,1
4SsVbpTthjScTS7U2hmr1X,6TKygPpVT29oGUogu4J9Ec,1
1GKIlPFdcewHtpDVCQ8zmJ,2p4aN0Uxkk3iT3HK0cJ2cJ,1
4QrBoWLm2WNlPdbFhmlaUZ,65jIUih0ZeTUJhSTRuYxpi,1
64aJYyrXljOodnUG6jvhRD,6XFITTl7cFTdopDY3lUdlY,1
4C3ZmIqca9MWwThLaYbfXu,4SsVbpTthjScTS7U2hmr1X,2
0tmwSHipWxN12fsoLcFU3B,4SsVbpTthjScTS7U2hmr1X,1
1mcTU81TzQhprhouKaTkpq,7qYeIN2r4H1kBvr0Gm9Iav,2
21451j1KhjAiaYKflxBjr1,64aJYyrXljOodnUG6jvhRD,1
3Z4dagwEl134FhOVlYvjt5,6JkIfzAcnjeyUx6aQh3Pbi,1
12vb80Km0Ew53ABfJOepVz,4aSlfXDn9R60UlbZEboBUy,2
3E6xrwgnVfYCrCs0ePERDz,3GPTvhZ8XfH7WkHXidvELk,1
4SsVbpTthjScTS7U2hmr1X,4ixNZvQuuzCDxBsxO9zE6L,1
329e4yvIujISKGKz1BZZbO,4SsVbpTthjScTS7U2hmr1X,3
33ScadVnbm2X8kkUqOkC6Z,4SsVbpTthjScTS7U2hmr1X,2
0F0qHLgO0rPrxKUjv19N7z,3EiLUeyEcA6fbRPSHkG5kb,1
2qbEtwBVyobgpNP5KcHE9J,329e4yvIujISKGKz1BZZbO,1
38epWdyauFwdRkldqUMfWE,39FKVjqhZLz4E1iG77d5AO,1
1y8spb5Thg0p5ybNtdk4tu,4SsVbpTthjScTS7U2hmr1X,1
4SsVbpTthjScTS7U2hmr1X,5XJDexmWFLWOkjOEjOVX3e,2
1GKIlPFdcewHtpDVCQ8zmJ,2QUvtLq6oQaX0LNsYY2fas,1
2qbEtwBVyobgpNP5KcHE9J,4SsVbpTthjScTS7U2hmr1X,1
1pgDilWYDWLoOgGjf1iHNu,7BOLXRhKCofrP6ESS7Owuo,1
3fZk3Gm5dN5v5yfYMQ04Bx,4SsVbpTthjScTS7U2hmr1X,2
3GPTvhZ8XfH7WkHXidvELk,4SsVbpTthjScTS7U2hmr1X,1
1r4hJ1h58CWwUQe3MxPuau,4SsVbpTthjScTS7U2hmr1X,1
4SsVbpTthjScTS7U2hmr1X,6AMa1VFQ7qCi61tCRtVWXe,1
1fux65HMCBvfJHqlBc4Nno,5hdhHgpxyniooUiQVaPxQ0,1
1wZtkThiXbVNtj6hee6dz9,4SsVbpTthjScTS7U2hmr1X,2
4SsVbpTthjScTS7U2hmr1X,77ziqFxp5gaInVrF2lj4ht,2
12vb80Km0Ew53ABfJOepVz,6NyPX5jymkvSPaJhCh1crb,2
4SsVbpTthjScTS7U2hmr1X,4VVEpEhC8NcR7AqNEds42U,1
1SupJlEpv7RS2tPNRaHViT,64aJYyrXljOodnUG6jvhRD,1
3Z4dagwEl134FhOVlYvjt5,4SsVbpTthjScTS7U2hmr1X,1
4SsVbpTthjScTS7U2hmr1X,6NyPX5jymkvSPaJhCh1crb,2
00me4Ke1LsvMxt5kydlMyU,4SsVbpTthjScTS7U2hmr1X,2
2YRyPiW98bpkARAS4B3OQP,4aSlfXDn9R60UlbZEboBUy,4
4IMAo2UQchVFyPH24PAjUs,4SsVbpTthjScTS7U2hmr1X,1
4SsVbpTthjScTS7U2hmr1X,5rlwbF5flU2JCmAzV5Obu0,1
2QUvtLq6oQaX0LNsYY2fas,4SsVbpTthjScTS7U2hmr1X,1
5lwmRuXgjX8xIwlnauTZIP,77ziqFxp5gaInVrF2lj4ht,1
39FKVjqhZLz4E1iG77d5AO,6K33IlAAM2crUmPtnc4j6H,1
00XhexlJEXQstHimpZN910,4SsVbpTthjScTS7U2hmr1X,1
21451j1KhjAiaYKflxBjr1,7BOLXRhKCofrP6ESS7Owuo,1
4Tw0VaV1ENei24iQnktjXj,5sZKwZcGSzyVnO1P62PdCq,1
4SsVbpTthjScTS7U2hmr1X,7lCRuW6BSXGAsxuQV9lR0i,2
1vyhD5VmyZ7KMfW5gqLgo5,64aJYyrXljOodnUG6jvhRD,2
4SsVbpTthjScTS7U2hmr1X,65jIUih0ZeTUJhSTRuYxpi,1
0KPX4Ucy9dk82uj4GpKesn,4SsVbpTthjScTS7U2hmr1X,2
4SsVbpTthjScTS7U2hmr1X,5hdhHgpxyniooUiQVaPxQ0,1
1pf0MPKfKdvS8J779mS1Ay,4SsVbpTthjScTS7U2hmr1X,1
4q3ewBCX7sLwd24euuV69X,65jIUih0ZeTUJhSTRuYxpi,1
0GM7qgcRCORpGnfcN2tCiB,4q3ewBCX7sLwd24euuV69X,4
03Enzet8KLMkjdeQnbqbmn,4q3ewBCX7sLwd24euuV69X,1
12vb80Km0Ew53ABfJOepVz,4q3ewBCX7sLwd24euuV69X,3
3ZJxEmjYZd5VOqZ8o3aXiL,4q3ewBCX7sLwd24euuV69X,1
1vyhD5VmyZ7KMfW5gqLgo5,5QzDzXfXC5lepOBeQXBiVO,1
4q3ewBCX7sLwd24euuV69X,5fMUXHkw8R8eOP2RNVYEZX,1
4q3ewBCX7sLwd24euuV69X,77ziqFxp5gaInVrF2lj4ht,3
3TVXtAsR1Inumwj472S9r4,4q3ewBCX7sLwd24euuV69X,2
4IMAo2UQchVFyPH24PAjUs,4q3ewBCX7sLwd24euuV69X,1
3LKXWvXFWrkwUzJWxzwVpW,4q3ewBCX7sLwd24euuV69X,1
2sSGPbdZJkaSE2AbcGOACx,4q3ewBCX7sLwd24euuV69X,1
4q3ewBCX7sLwd24euuV69X,6w9ToX5slZ4uIdmD17hJ3c,1
1vyhD5VmyZ7KMfW5gqLgo5,4TAoP0f9OuWZUesao43xUW,1
2YRyPiW98bpkARAS4B3OQP,3E12tRURRvPfHz0hAMCFYc,1
1mcTU81TzQhprhouKaTkpq,4q3ewBCX7sLwd24euuV69X,3
0AdjzZxHJ4MfbImx2rD0Df,4q3ewBCX7sLwd24euuV69X,1
0f6U482Lbo91QNqNFH4Tat,4q3ewBCX7sLwd24euuV69X,1
2XcZshqzPKm3iZcmt73R8D,4q3ewBCX7sLwd24euuV69X,1
4q3ewBCX7sLwd24euuV69X,7iK8PXO48WeuP03g8YR51W,3
4q3ewBCX7sLwd24euuV69X,4wLXwxDeWQ8mtUIRPxGiD6,1
2oQX8QiMXOyuqbcZEFsZfm,4q3ewBCX7sLwd24euuV69X,1
2DlGxzQSjYe5N6G9nkYghR,4q3ewBCX7sLwd24euuV69X,1
4q3ewBCX7sLwd24euuV69X,6XkjpgcEsYab502Vr1bBeW,2
4q3ewBCX7sLwd24euuV69X,5n9bMYfz9qss2VOW89EVs2,1
4q3ewBCX7sLwd24euuV69X,5XJDexmWFLWOkjOEjOVX3e,3
4q3ewBCX7sLwd24euuV69X,7ltDVBr6mKbRvohxheJ9h1,1
4aSlfXDn9R60UlbZEboBUy,4q3ewBCX7sLwd24euuV69X,1
42LEQxfXLEuzdqorKBbUVN,4q3ewBCX7sLwd24euuV69X,1
2OHKEe204spO7G7NcbeO2o,4q3ewBCX7sLwd24euuV69X,1
4axKuDPr6WKcDCyh8vueTY,4q3ewBCX7sLwd24euuV69X,1
2e5kXDvESsDPMyuQZ0qouH,65jIUih0ZeTUJhSTRuYxpi,1
4q3ewBCX7sLwd24euuV69X,5GcWBUX00IPuWVGMIRK1sS,1
1qto4hHid1P71emI6Fd8xi,4q3ewBCX7sLwd24euuV69X,1
1vyhD5VmyZ7KMfW5gqLgo5,5hdhHgpxyniooUiQVaPxQ0,1
3E12tRURRvPfHz0hAMCFYc,4q3ewBCX7sLwd24euuV69X,1
0AdjzZxHJ4MfbImx2rD0Df,2OHKEe204spO7G7NcbeO2o,1
0Y5tJX1MQlPlqiwlOH1tJY,1Xyo4u8uXC1ZmMpatF05PJ,1
0Y5tJX1MQlPlqiwlOH1tJY,4q3ewBCX7sLwd24euuV69X,1
2QWIScpFDNxmS6ZEMIUvgm,4q3ewBCX7sLwd24euuV69X,2
1vyhD5VmyZ7KMfW5gqLgo5,6nVcHLIgY5pE2YCl8ubca1,1
4q3ewBCX7sLwd24euuV69X,5QzDzXfXC5lepOBeQXBiVO,1
0GM7qgcRCORpGnfcN2tCiB,1vyhD5VmyZ7KMfW5gqLgo5,4
2ydZrTy8U3kOMOzx20s3dg,4q3ewBCX7sLwd24euuV69X,1
3qsKSpcV3ncke3hw52JSMB,4q3ewBCX7sLwd24euuV69X,1
37230BxxYs9ksS7OkZw3IU,4q3ewBCX7sLwd24euuV69X,1
4q3ewBCX7sLwd24euuV69X,6wF1Cz760dpdbX9RJIDpQW,1
4q3ewBCX7sLwd24euuV69X,6nVcHLIgY5pE2YCl8ubca1,2
2e5kXDvESsDPMyuQZ0qouH,4q3ewBCX7sLwd24euuV69X,1
12vb80Km0Ew53ABfJOepVz,4IMAo2UQchVFyPH24PAjUs,1
3EiLUeyEcA6fbRPSHkG5kb,4q3ewBCX7sLwd24euuV69X,1
4TAoP0f9OuWZUesao43xUW,4q3ewBCX7sLwd24euuV69X,1
4q3ewBCX7sLwd24euuV69X,6M2wZ9GZgrQXHCFfjv46we,1
4VMYDCV2IEDYJArk749S6m,4q3ewBCX7sLwd24euuV69X,3
2LRoIwlKmHjgvigdNGBHNo,4q3ewBCX7sLwd24euuV69X,1
1WMwuNKzEFtU6pPkdtryYS,4q3ewBCX7sLwd24euuV69X,1
41qil2VaGbD194gaEcmmyx,4wLXwxDeWQ8mtUIRPxGiD6,1
0AdjzZxHJ4MfbImx2rD0Df,2ydZrTy8U3kOMOzx20s3dg,1
2HPaUgqeutzr3jx5a9WyDV,3TVXtAsR1Inumwj472S9r4,1
0GM7qgcRCORpGnfcN2tCiB,6M2wZ9GZgrQXHCFfjv46we,1
0elWFr7TW8piilVRYJUe4P,4q3ewBCX7sLwd24euuV69X,1
03Enzet8KLMkjdeQnbqbmn,4VMYDCV2IEDYJArk749S6m,1
21451j1KhjAiaYKflxBjr1,4q3ewBCX7sLwd24euuV69X,1
0Q8NcsJwoCbZOHHW63su5S,77ziqFxp5gaInVrF2lj4ht,5
0f6U482Lbo91QNqNFH4Tat,6p2442ymrT9lZEuCZJdYcH,1
0eHQ9o50hj6ZDNBt6Ys1sD,4q3ewBCX7sLwd24euuV69X,2
4q3ewBCX7sLwd24euuV69X,5hdhHgpxyniooUiQVaPxQ0,1
4q3ewBCX7sLwd24euuV69X,7slfeZO9LsJbWgpkIoXBUJ,1
1vyhD5VmyZ7KMfW5gqLgo5,4q3ewBCX7sLwd24euuV69X,1
2OHKEe204spO7G7NcbeO2o,2ydZrTy8U3kOMOzx20s3dg,1
41qil2VaGbD194gaEcmmyx,4q3ewBCX7sLwd24euuV69X,1
1bAftSH8umNcGZ0uyV7LMg,4q3ewBCX7sLwd24euuV69X,1
1bAftSH8umNcGZ0uyV7LMg,2XcZshqzPKm3iZcmt73R8D,4
1A8aoDrchH5aefQYBCfpLv,4q3ewBCX7sLwd24euuV69X,1
47MpMsUfWtgyIIBEFOr4FE,4VMYDCV2IEDYJArk749S6m,2
2HPaUgqeutzr3jx5a9WyDV,4q3ewBCX7sLwd24euuV69X,1
2YRyPiW98bpkARAS4B3OQP,4q3ewBCX7sLwd24euuV69X,1
1vyhD5VmyZ7KMfW5gqLgo5,6M2wZ9GZgrQXHCFfjv46we,1
1SupJlEpv7RS2tPNRaHViT,4q3ewBCX7sLwd24euuV69X,1
0GM7qgcRCORpGnfcN2tCiB,2QWIScpFDNxmS6ZEMIUvgm,2
1uZVxckdGGKhFMpCnupXmP,4q3ewBCX7sLwd24euuV69X,1
47MpMsUfWtgyIIBEFOr4FE,4q3ewBCX7sLwd24euuV69X,2
0Q8NcsJwoCbZOHHW63su5S,4q3ewBCX7sLwd24euuV69X,4
2TjgzYcbTdsZjbT9OItIeB,4q3ewBCX7sLwd24euuV69X,1
0Y30TbA4p8SAfCzy2AFBa8,4q3ewBCX7sLwd24euuV69X,1
5GcWBUX00IPuWVGMIRK1sS,7slfeZO9LsJbWgpkIoXBUJ,1
0MoaBi6dSquXp6rrlqlF8R,4q3ewBCX7sLwd24euuV69X,1
1Xyo4u8uXC1ZmMpatF05PJ,4q3ewBCX7sLwd24euuV69X,1
4q3ewBCX7sLwd24euuV69X,6p2442ymrT9lZEuCZJdYcH,1
33ScadVnbm2X8kkUqOkC6Z,4q3ewBCX7sLwd24euuV69X,1
2C6i0I5RiGzDKN9IAF8reh,55EA5tfk6pyYA7L6Hgb5Nr,1
0j8QSBQZ9MNSGjHr1Vll1R,2C6i0I5RiGzDKN9IAF8reh,1
1mX1TWKpNxDSAH16LgDfiR,2C6i0I5RiGzDKN9IAF8reh,1
2C6i0I5RiGzDKN9IAF8reh,51ZSh80McCt7vbqHouzW0A,1
0ys2OFYzWYB5hRDLCsBqxt,2C6i0I5RiGzDKN9IAF8reh,3
1YmUDtVMLCpjypyu8gNJRc,2C6i0I5RiGzDKN9IAF8reh,1
2C6i0I5RiGzDKN9IAF8reh,3Mcii5XWf6E0lrY3Uky4cA,1
2C6i0I5RiGzDKN9IAF8reh,5MP9bH9aUryiKQeUvABLIU,1
2C6i0I5RiGzDKN9IAF8reh,7AUgYiThuW80zSOwY7Ub2g,1
2C6i0I5RiGzDKN9IAF8reh,4UqfXEVibVEPfoopm7Pduc,2
2C6i0I5RiGzDKN9IAF8reh,5xYNmNkaWRqu3e5F4UXME8,1
014WIDx7H4BRCHB1faiisK,2C6i0I5RiGzDKN9IAF8reh,1
2C6i0I5RiGzDKN9IAF8reh,3hTffafUYLLgO4yuPAxb5U,1
01rgao9OzfBm2BOHWJpi1Y,2C6i0I5RiGzDKN9IAF8reh,1
2C6i0I5RiGzDKN9IAF8reh,5xp0m6dRz284in9nArK60v,1
2C6i0I5RiGzDKN9IAF8reh,3OcvS8PzSGYMBvLdzY6g3e,1
2C6i0I5RiGzDKN9IAF8reh,4XYbaR6YgnY4Nb6kz250cu,1
2C6i0I5RiGzDKN9IAF8reh,39yVoqm6sYFvvqF1RciUVf,1
0EocQPg9ycs21gcvaVm9hh,2C6i0I5RiGzDKN9IAF8reh,1
1Db5GsIoVWYktPoD2nnPZZ,2C6i0I5RiGzDKN9IAF8reh,1
1FNMaRFSwlbHQnloS3QO1X,45I00eLuNXvN6WONxQ4T1j,1
0v7JYEoQOQbzNNESKwxmzT,45I00eLuNXvN6WONxQ4T1j,1
0v7JYEoQOQbzNNESKwxmzT,6sXu0pNqYJNlS46xqSwKxZ,2
0v7JYEoQOQbzNNESKwxmzT,5l6N2hoIaP7snXdjnCULvk,1
0v7JYEoQOQbzNNESKwxmzT,1r8tUG15NMJEj1j5NynES7,1
1FEYq0PPuI50GJRqKKPT6w,4LFOoXhMhnq9U8VsZkSwxl,1
0v7JYEoQOQbzNNESKwxmzT,1aLC6PgrX4A5tfrpQozpQw,2
1FNMaRFSwlbHQnloS3QO1X,1r8tUG15NMJEj1j5NynES7,1
1FNMaRFSwlbHQnloS3QO1X,1aLC6PgrX4A5tfrpQozpQw,1
0YRwUbRxrawmnBdixwJi5W,0v7JYEoQOQbzNNESKwxmzT,1
0v7JYEoQOQbzNNESKwxmzT,4I9zVTnPvEI9OjajlRHRsK,1
0v7JYEoQOQbzNNESKwxmzT,7bNmosifuMqLwui79Cjqcd,1
1aLC6PgrX4A5tfrpQozpQw,1r8tUG15NMJEj1j5NynES7,1
0v7JYEoQOQbzNNESKwxmzT,2mO8bWmorA4kDukv9Xbioj,1
0v7JYEoQOQbzNNESKwxmzT,10yoMUJRhiYQXeSBqyckcK,1
1r8tUG15NMJEj1j5NynES7,45I00eLuNXvN6WONxQ4T1j,1
0v7JYEoQOQbzNNESKwxmzT,2tYG2qpxONKldJ39D27Zbb,1
1aLC6PgrX4A5tfrpQozpQw,45I00eLuNXvN6WONxQ4T1j,1
0v7JYEoQOQbzNNESKwxmzT,1QBIsAL0onqKUjlO8Nl9IM,2
0v7JYEoQOQbzNNESKwxmzT,1FNMaRFSwlbHQnloS3QO1X,1
0mJUOiqGhTu1QaoKP5m6W1,0v7JYEoQOQbzNNESKwxmzT,1
0v7JYEoQOQbzNNESKwxmzT,3bIRdpxrijl9x8jyDpT9pr,1
0v7JYEoQOQbzNNESKwxmzT,6kTecPO26Gxf7Vsk0Lk8OI,1
0v7JYEoQOQbzNNESKwxmzT,3cseuYmozraz4XJn6nDo80,1
1XtR9vPQD6cjmHlR5PuHPu,5QS9NAK4AgJPTcRe472pZA,2
3lY9Fxceu60W1rbon7PkuF,5QS9NAK4AgJPTcRe472pZA,1
3vXXs7JjWfPO0YHhDnj4SP,5QS9NAK4AgJPTcRe472pZA,1
2Atk4SWx7daQtItQBa735M,5QS9NAK4AgJPTcRe472pZA,1
0sJpqQouXqn3gKQrsN1JET,1zadl0UA8O0AYeSoMauChk,1
25uiPmTg16RbhZWAqwLBy5,5QS9NAK4AgJPTcRe472pZA,1
0AqlFI0tz2DsEoJlKSIiT9,5QS9NAK4AgJPTcRe472pZA,2
2oCrGFAUJwBVFaaIM8c0AO,5QS9NAK4AgJPTcRe472pZA,1
1zadl0UA8O0AYeSoMauChk,5QS9NAK4AgJPTcRe472pZA,1
2rMFPjySMqkgBajkLKL6zo,5QS9NAK4AgJPTcRe472pZA,1
1XEVu7gdRFfzEFqsPrancH,5QS9NAK4AgJPTcRe472pZA,1
1zadl0UA8O0AYeSoMauChk,3lY9Fxceu60W1rbon7PkuF,1
5QS9NAK4AgJPTcRe472pZA,62QAb0gPUmewJ1MUvBFaYO,1
2Yia9CwtgcrsN5kVOQ0qRA,5QS9NAK4AgJPTcRe472pZA,2
0sJpqQouXqn3gKQrsN1JET,5QS9NAK4AgJPTcRe472pZA,1
0AqlFI0tz2DsEoJlKSIiT9,2Yia9CwtgcrsN5kVOQ0qRA,3
5QS9NAK4AgJPTcRe472pZA,73uwZQQfha8JhNvBqVW1DL,1
0sJpqQouXqn3gKQrsN1JET,3lY9Fxceu60W1rbon7PkuF,1
3PpJbrAbphauEun8Xf9tD2,5QS9NAK4AgJPTcRe472pZA,1
4obzFoKoKRHIphyHzJ35G3,7hJcb9fa4alzcOq3EaNPoG,1
5yOvAmpIR7hVxiS6Ls5DPO,7kjSuFGKhLm8b5qXoMhRkJ,1
08erObvNX7rs7d4pbuaRCQ,4m6ubhNsdwF4psNf3R8kwR,2
3KedxarmBCyFBevnqQHy3P,4obzFoKoKRHIphyHzJ35G3,1
49jTY62Cpw3RYo4dLuG43W,7kjSuFGKhLm8b5qXoMhRkJ,1
23wEWD21D4TPYiJugoXmYb,7MP4jhYmFEgb0AtiOkw55s,1
4obzFoKoKRHIphyHzJ35G3,55kBvzKEORCymfAWcBzGSb,1
2ydZrTy8U3kOMOzx20s3dg,7iK8PXO48WeuP03g8YR51W,1
08erObvNX7rs7d4pbuaRCQ,5iZfdXW7Tr4Th4MuqFeyIh,2
7FNnA9vBm6EKceENgCGRMb,7vXDAI8JwjW531ouMGbfcp,1
0FvHxb8a4I0A2i8jKCsFei,4obzFoKoKRHIphyHzJ35G3,1
21451j1KhjAiaYKflxBjr1,2ydZrTy8U3kOMOzx20s3dg,1
2wkoKEfS6dXwThbyTnZWFU,4obzFoKoKRHIphyHzJ35G3,1
4obzFoKoKRHIphyHzJ35G3,6E94QKXZv8BbO6QQJxcxLI,1
3vQ0GE3mI0dAaxIMYe5g7z,4obzFoKoKRHIphyHzJ35G3,2
32Aw9aJJoXXC1Vn3zqzJbQ,4obzFoKoKRHIphyHzJ35G3,1
3EiLUeyEcA6fbRPSHkG5kb,7iK8PXO48WeuP03g8YR51W,2
0KPX4Ucy9dk82uj4GpKesn,4obzFoKoKRHIphyHzJ35G3,1
1GKIlPFdcewHtpDVCQ8zmJ,2cPqdH7XMvwaBJEVjheH8g,1
3abT87tqQ4Q5PA5nw6CYyH,4obzFoKoKRHIphyHzJ35G3,1
3D5AzlMCW0gCYlNvFANoEd,4obzFoKoKRHIphyHzJ35G3,1
3WUe8ADT5d65WeByR3ubl7,4obzFoKoKRHIphyHzJ35G3,1
1UjxAZqzphB1tsMb1aWBj0,20gsENnposVs2I4rQ5kvrf,1
1X6cBGnXpEpN7CmflLKmLV,4obzFoKoKRHIphyHzJ35G3,1
5QcHBpoxrY7vx3ulMKEvTS,7MP4jhYmFEgb0AtiOkw55s,1
4HJnsUVBubdKJ2aV0sr48u,4obzFoKoKRHIphyHzJ35G3,1
3c1sTwL4HuWkrciiKHpnmx,4obzFoKoKRHIphyHzJ35G3,1
1UjxAZqzphB1tsMb1aWBj0,4obzFoKoKRHIphyHzJ35G3,1
4obzFoKoKRHIphyHzJ35G3,5eumcnUkdmGvkvcsx1WFNG,1
3ZpEKRjHaHANcpk10u6Ntq,7kjSuFGKhLm8b5qXoMhRkJ,1
21451j1KhjAiaYKflxBjr1,7iK8PXO48WeuP03g8YR51W,1
4obzFoKoKRHIphyHzJ35G3,7iK8PXO48WeuP03g8YR51W,2
2oQX8QiMXOyuqbcZEFsZfm,4obzFoKoKRHIphyHzJ35G3,1
2ydZrTy8U3kOMOzx20s3dg,4SsVbpTthjScTS7U2hmr1X,1
0zO8yNnw5GQgutcIyXfGBY,4obzFoKoKRHIphyHzJ35G3,1
2ydZrTy8U3kOMOzx20s3dg,3EiLUeyEcA6fbRPSHkG5kb,1
4obzFoKoKRHIphyHzJ35G3,5Q81rlcTFh3k6DQJXPdsot,1
2ydZrTy8U3kOMOzx20s3dg,4obzFoKoKRHIphyHzJ35G3,1
1GDbiv3spRmZ1XdM1jQbT7,4obzFoKoKRHIphyHzJ35G3,3
12trz2INGglrKMzLmg0y2C,4obzFoKoKRHIphyHzJ35G3,1
4SsVbpTthjScTS7U2hmr1X,4obzFoKoKRHIphyHzJ35G3,2
2o5jDhtHVPhrJdv3cEQ99Z,4obzFoKoKRHIphyHzJ35G3,1
2cPqdH7XMvwaBJEVjheH8g,7iK8PXO48WeuP03g8YR51W,2
21451j1KhjAiaYKflxBjr1,3EiLUeyEcA6fbRPSHkG5kb,2
4obzFoKoKRHIphyHzJ35G3,7qGy8DUTeuBqoyN6gUf3gd,1
4obzFoKoKRHIphyHzJ35G3,790FomKkXshlbRYZFtlgla,2
184mGxeseZkY2w05Nr4Tui,4obzFoKoKRHIphyHzJ35G3,2
1QgrwYywvDuC43MDtR8cqq,3abT87tqQ4Q5PA5nw6CYyH,1
3wcj11K77LjEY1PkEazffa,4obzFoKoKRHIphyHzJ35G3,1
21451j1KhjAiaYKflxBjr1,329e4yvIujISKGKz1BZZbO,2
21451j1KhjAiaYKflxBjr1,4obzFoKoKRHIphyHzJ35G3,1
1GKIlPFdcewHtpDVCQ8zmJ,2ydZrTy8U3kOMOzx20s3dg,1
3ZpEKRjHaHANcpk10u6Ntq,5yOvAmpIR7hVxiS6Ls5DPO,1
03y4yOxhLk6MDJ1bV424uO,1UjxAZqzphB1tsMb1aWBj0,1
23wEWD21D4TPYiJugoXmYb,4obzFoKoKRHIphyHzJ35G3,1
2FRfJyV85zb19tO6uiXBGl,7kjSuFGKhLm8b5qXoMhRkJ,1
4obzFoKoKRHIphyHzJ35G3,7FNnA9vBm6EKceENgCGRMb,1
4obzFoKoKRHIphyHzJ35G3,7kjSuFGKhLm8b5qXoMhRkJ,1
1GKIlPFdcewHtpDVCQ8zmJ,21451j1KhjAiaYKflxBjr1,1
4m6ubhNsdwF4psNf3R8kwR,4obzFoKoKRHIphyHzJ35G3,2
2cPqdH7XMvwaBJEVjheH8g,4obzFoKoKRHIphyHzJ35G3,1
3l9G1G9MxH6DaRhwLklaf5,4obzFoKoKRHIphyHzJ35G3,2
4QrBoWLm2WNlPdbFhmlaUZ,4obzFoKoKRHIphyHzJ35G3,1
4obzFoKoKRHIphyHzJ35G3,5iZfdXW7Tr4Th4MuqFeyIh,2
1GKIlPFdcewHtpDVCQ8zmJ,7iK8PXO48WeuP03g8YR51W,2
2UZIAOlrnyZmyzt1nuXr9y,4obzFoKoKRHIphyHzJ35G3,2
3EiLUeyEcA6fbRPSHkG5kb,4obzFoKoKRHIphyHzJ35G3,1
4m6ubhNsdwF4psNf3R8kwR,5iZfdXW7Tr4Th4MuqFeyIh,2
4obzFoKoKRHIphyHzJ35G3,5O2rJN2gJncIfM5iNSNiYR,1
1HcAkAeL4xf02wzAnl7mIV,1zNqDE7qDGCsyzJwohVaoX,1
1UjxAZqzphB1tsMb1aWBj0,7qGy8DUTeuBqoyN6gUf3gd,1
2cPqdH7XMvwaBJEVjheH8g,2ydZrTy8U3kOMOzx20s3dg,1
4obzFoKoKRHIphyHzJ35G3,6UbmqUEgjLA6jAcXwbM1Z9,1
0haZhu4fFKt0Ag94kZDiz2,4obzFoKoKRHIphyHzJ35G3,1
4obzFoKoKRHIphyHzJ35G3,5QcHBpoxrY7vx3ulMKEvTS,1
4obzFoKoKRHIphyHzJ35G3,6ElqtIfQsAkEYypgfJIjeK,1
1HcAkAeL4xf02wzAnl7mIV,4obzFoKoKRHIphyHzJ35G3,1
12GqGscKJx3aE4t07u7eVZ,4obzFoKoKRHIphyHzJ35G3,1
1TtXnWcUs0FCkaZDPGYHdf,4obzFoKoKRHIphyHzJ35G3,1
1UjxAZqzphB1tsMb1aWBj0,32Aw9aJJoXXC1Vn3zqzJbQ,1
1l7ZsJRRS8wlW3WfJfPfNS,4obzFoKoKRHIphyHzJ35G3,2
3VHAySZQPlfGlNLslzXYpN,4obzFoKoKRHIphyHzJ35G3,2
2C6i0I5RiGzDKN9IAF8reh,7hJcb9fa4alzcOq3EaNPoG,1
12trz2INGglrKMzLmg0y2C,3KedxarmBCyFBevnqQHy3P,1
2cPqdH7XMvwaBJEVjheH8g,3EiLUeyEcA6fbRPSHkG5kb,1
23wEWD21D4TPYiJugoXmYb,5QcHBpoxrY7vx3ulMKEvTS,1
2C6i0I5RiGzDKN9IAF8reh,4obzFoKoKRHIphyHzJ35G3,1
1UjxAZqzphB1tsMb1aWBj0,4HJnsUVBubdKJ2aV0sr48u,1
4obzFoKoKRHIphyHzJ35G3,7vXDAI8JwjW531ouMGbfcp,1
1GKIlPFdcewHtpDVCQ8zmJ,4obzFoKoKRHIphyHzJ35G3,1
4obzFoKoKRHIphyHzJ35G3,77ziqFxp5gaInVrF2lj4ht,1
1TtXnWcUs0FCkaZDPGYHdf,4QrBoWLm2WNlPdbFhmlaUZ,1
