source,target,weight
21451j1KhjAiaYKflxBjr1,2cPqdH7XMvwaBJEVjheH8g,1
44mEtidu0VdRkIqO4IbkNa,4obzFoKoKRHIphyHzJ35G3,1
4obzFoKoKRHIphyHzJ35G3,6PH3FLQAxtqYy46Zv08bpV,1
184mGxeseZkY2w05Nr4Tui,790FomKkXshlbRYZFtlgla,2
2UZIAOlrnyZmyzt1nuXr9y,3VHAySZQPlfGlNLslzXYpN,2
1zNqDE7qDGCsyzJwohVaoX,4obzFoKoKRHIphyHzJ35G3,1
0BqURncJM5B1BBu7UM51eq,4obzFoKoKRHIphyHzJ35G3,1
1l7ZsJRRS8wlW3WfJfPfNS,2UZIAOlrnyZmyzt1nuXr9y,2
1QgrwYywvDuC43MDtR8cqq,4obzFoKoKRHIphyHzJ35G3,1
0bUZrFj7rstq07E4iAJHgZ,4obzFoKoKRHIphyHzJ35G3,1
1DxLCyH42yaHKGK3cl5bvG,4obzFoKoKRHIphyHzJ35G3,1
20gsENnposVs2I4rQ5kvrf,4obzFoKoKRHIphyHzJ35G3,1
1GKIlPFdcewHtpDVCQ8zmJ,3EiLUeyEcA6fbRPSHkG5kb,1
1l7ZsJRRS8wlW3WfJfPfNS,3VHAySZQPlfGlNLslzXYpN,2
03y4yOxhLk6MDJ1bV424uO,4obzFoKoKRHIphyHzJ35G3,1
0tmwSHipWxN12fsoLcFU3B,4obzFoKoKRHIphyHzJ35G3,1
08erObvNX7rs7d4pbuaRCQ,4obzFoKoKRHIphyHzJ35G3,2
0ys2OFYzWYB5hRDLCsBqxt,4obzFoKoKRHIphyHzJ35G3,1
329e4yvIujISKGKz1BZZbO,4obzFoKoKRHIphyHzJ35G3,1
4obzFoKoKRHIphyHzJ35G3,4q3ewBCX7sLwd24euuV69X,1
4obzFoKoKRHIphyHzJ35G3,7MP4jhYmFEgb0AtiOkw55s,1
4obzFoKoKRHIphyHzJ35G3,6Sbl0NT50roqWvy746MfVf,1
4obzFoKoKRHIphyHzJ35G3,51ZSh80McCt7vbqHouzW0A,1
1GDbiv3spRmZ1XdM1jQbT7,3WUe8ADT5d65WeByR3ubl7,1
0cr0zp1CI5bVOrXaVzfpUI,27xhmkOjmSZ12tuRkccOgb,1
0MSw8gYA4pujLZst10Zve8,27xhmkOjmSZ12tuRkccOgb,1
0cr0zp1CI5bVOrXaVzfpUI,4V9bxYG2V2zVIt4nA8EbIc,1
0MSw8gYA4pujLZst10Zve8,0cr0zp1CI5bVOrXaVzfpUI,2
0cr0zp1CI5bVOrXaVzfpUI,5ZLgfdfQcdb7wsw67Xes0L,1
3VHAySZQPlfGlNLslzXYpN,716NhGYqD1jl2wI1Qkgq36,1
1mcTU81TzQhprhouKaTkpq,716NhGYqD1jl2wI1Qkgq36,4
2R21vXR83lH98kGeO99Y66,716NhGYqD1jl2wI1Qkgq36,1
12GqGscKJx3aE4t07u7eVZ,716NhGYqD1jl2wI1Qkgq36,1
3p3jPcp8b7WL9XYj4xlsWj,716NhGYqD1jl2wI1Qkgq36,1
38epWdyauFwdRkldqUMfWE,716NhGYqD1jl2wI1Qkgq36,1
1aw0Cdl1DIrtUrUA6fGbAR,716NhGYqD1jl2wI1Qkgq36,2
0Jo06O68y5JjVgiPbAR9Ox,19HM5j0ULGSmEoRcrSe5x3,2
6Nl4VXcX86fBMO4YE6oYfN,716NhGYqD1jl2wI1Qkgq36,1
4WnAHZz1pgl8hus8hidIRV,716NhGYqD1jl2wI1Qkgq36,1
1aw0Cdl1DIrtUrUA6fGbAR,2UZIAOlrnyZmyzt1nuXr9y,2
1bAftSH8umNcGZ0uyV7LMg,4m6ubhNsdwF4psNf3R8kwR,5
0elWFr7TW8piilVRYJUe4P,716NhGYqD1jl2wI1Qkgq36,2
14zUHaJZo1mnYtn6IBRaRP,716NhGYqD1jl2wI1Qkgq36,2
2x7PC78TmgqpEIjaGAZ0Oz,716NhGYqD1jl2wI1Qkgq36,2
1bAftSH8umNcGZ0uyV7LMg,5XJDexmWFLWOkjOEjOVX3e,4
5XJDexmWFLWOkjOEjOVX3e,716NhGYqD1jl2wI1Qkgq36,3
4kcQWQDK0u9AftVSpdrAgk,716NhGYqD1jl2wI1Qkgq36,1
52iwsT98xCoGgiGntTiR7K,716NhGYqD1jl2wI1Qkgq36,2
3qsKSpcV3ncke3hw52JSMB,716NhGYqD1jl2wI1Qkgq36,2
2JAxtl8czMHyssC2W7b8jy,716NhGYqD1jl2wI1Qkgq36,1
1pi7nGhOM7PTHR5YEgXVGq,716NhGYqD1jl2wI1Qkgq36,1
0EmeFodog0BfCgMzAIvKQp,2o5jDhtHVPhrJdv3cEQ99Z,1
2o5jDhtHVPhrJdv3cEQ99Z,716NhGYqD1jl2wI1Qkgq36,1
0Jo06O68y5JjVgiPbAR9Ox,716NhGYqD1jl2wI1Qkgq36,2
2x7PC78TmgqpEIjaGAZ0Oz,7qYeIN2r4H1kBvr0Gm9Iav,1
4m6ubhNsdwF4psNf3R8kwR,716NhGYqD1jl2wI1Qkgq36,3
4az97MtWmBQ5Db3GfDh9j9,716NhGYqD1jl2wI1Qkgq36,1
4YYxffPVDFe9XoqqbRW6Bq,6pztqmUqWADMZQKrrmGWGx,1
1SupJlEpv7RS2tPNRaHViT,716NhGYqD1jl2wI1Qkgq36,1
0EmeFodog0BfCgMzAIvKQp,716NhGYqD1jl2wI1Qkgq36,2
5Y3MV9DZ0d87NnVm56qSY1,716NhGYqD1jl2wI1Qkgq36,1
19HM5j0ULGSmEoRcrSe5x3,716NhGYqD1jl2wI1Qkgq36,3
5l4GdLELvdnXZVT5g947i3,716NhGYqD1jl2wI1Qkgq36,1
1FxPMQ9A0882eNDx3ZkD6B,716NhGYqD1jl2wI1Qkgq36,1
3vQ0GE3mI0dAaxIMYe5g7z,716NhGYqD1jl2wI1Qkgq36,2
716NhGYqD1jl2wI1Qkgq36,7qYeIN2r4H1kBvr0Gm9Iav,1
2UZIAOlrnyZmyzt1nuXr9y,716NhGYqD1jl2wI1Qkgq36,4
5UN0rzL594mWY2RbOtZqIN,716NhGYqD1jl2wI1Qkgq36,1
1bAftSH8umNcGZ0uyV7LMg,2UZIAOlrnyZmyzt1nuXr9y,4
1FxPMQ9A0882eNDx3ZkD6B,1bAftSH8umNcGZ0uyV7LMg,1
1vyhD5VmyZ7KMfW5gqLgo5,716NhGYqD1jl2wI1Qkgq36,1
4VMYDCV2IEDYJArk749S6m,716NhGYqD1jl2wI1Qkgq36,2
6pztqmUqWADMZQKrrmGWGx,716NhGYqD1jl2wI1Qkgq36,1
14zUHaJZo1mnYtn6IBRaRP,1bAftSH8umNcGZ0uyV7LMg,2
5GcWBUX00IPuWVGMIRK1sS,716NhGYqD1jl2wI1Qkgq36,1
716NhGYqD1jl2wI1Qkgq36,7fT2Me47PQ8T7954PKrcwR,1
4YYxffPVDFe9XoqqbRW6Bq,716NhGYqD1jl2wI1Qkgq36,1
2qWK8K2Jfh67UqtwY8tCW6,716NhGYqD1jl2wI1Qkgq36,1
6w3SkAHYPsQ1bxV7VDlG5y,7fT2Me47PQ8T7954PKrcwR,1
5CA5IqbsFr4hpNLdjgO0BU,6oMRQ5H3A2XA5I3RG3leni,1
1DxLCyH42yaHKGK3cl5bvG,6w3SkAHYPsQ1bxV7VDlG5y,2
1Ts9of7VPZElwPQnqnDSfW,6w3SkAHYPsQ1bxV7VDlG5y,1
5RVuxgqu3esPo4LIrf4HUs,7iK8PXO48WeuP03g8YR51W,1
5U5wYVqrbD6J8SK4kNhau4,6w3SkAHYPsQ1bxV7VDlG5y,1
1bAftSH8umNcGZ0uyV7LMg,6w3SkAHYPsQ1bxV7VDlG5y,1
2Jb9jVnCpWkXtoGznFJ6bF,5CA5IqbsFr4hpNLdjgO0BU,1
3qsKSpcV3ncke3hw52JSMB,6w3SkAHYPsQ1bxV7VDlG5y,2
5RVuxgqu3esPo4LIrf4HUs,5XJDexmWFLWOkjOEjOVX3e,1
0ZCO8oVkMj897cKgFH7fRW,6w3SkAHYPsQ1bxV7VDlG5y,1
0u4eSD22YhmWJMg1A22GBw,6w3SkAHYPsQ1bxV7VDlG5y,1
1GDbiv3spRmZ1XdM1jQbT7,7x7vfF89MqM94K8wvK3Omq,1
0ZCO8oVkMj897cKgFH7fRW,4tm8CEdm4pkQsEh4jIr9Yp,1
4xx3PjUWxXY0qEXUdDhrwx,6w3SkAHYPsQ1bxV7VDlG5y,1
1GKIlPFdcewHtpDVCQ8zmJ,6NmMI7UnfmIpLRYoz8H9jm,1
2zPvDg6LI6NHPQVQIESjfW,7ejyCwT1b7MIwHVCVO8HjX,1
5bWUlnPx9OYKsLiUJrhCA1,6w3SkAHYPsQ1bxV7VDlG5y,1
3EiLUeyEcA6fbRPSHkG5kb,6w3SkAHYPsQ1bxV7VDlG5y,1
7cYik4OyfBXYV5Z2TI7p90,7x7vfF89MqM94K8wvK3Omq,1
12vb80Km0Ew53ABfJOepVz,6w3SkAHYPsQ1bxV7VDlG5y,1
5TYxZTjIPqKM8K8NuP9woO,7Kh6SBEGtFtqjYo5bN0ACG,1
37230BxxYs9ksS7OkZw3IU,6w3SkAHYPsQ1bxV7VDlG5y,1
4tm8CEdm4pkQsEh4jIr9Yp,6w3SkAHYPsQ1bxV7VDlG5y,1
1GKIlPFdcewHtpDVCQ8zmJ,6w3SkAHYPsQ1bxV7VDlG5y,2
6w3SkAHYPsQ1bxV7VDlG5y,7cYik4OyfBXYV5Z2TI7p90,1
14zUHaJZo1mnYtn6IBRaRP,7qYeIN2r4H1kBvr0Gm9Iav,1
4axKuDPr6WKcDCyh8vueTY,6NmMI7UnfmIpLRYoz8H9jm,1
1GKIlPFdcewHtpDVCQ8zmJ,5U5wYVqrbD6J8SK4kNhau4,1
1mcTU81TzQhprhouKaTkpq,5TYxZTjIPqKM8K8NuP9woO,1
5CA5IqbsFr4hpNLdjgO0BU,6w3SkAHYPsQ1bxV7VDlG5y,2
0Q8NcsJwoCbZOHHW63su5S,6w3SkAHYPsQ1bxV7VDlG5y,2
1mcTU81TzQhprhouKaTkpq,5RVuxgqu3esPo4LIrf4HUs,1
6w3SkAHYPsQ1bxV7VDlG5y,7Kh6SBEGtFtqjYo5bN0ACG,1
3MrDVzg7ZXaYMyQmbDInr7,6w3SkAHYPsQ1bxV7VDlG5y,1
3RtNN1VnooWEn3KQk03DUL,6w3SkAHYPsQ1bxV7VDlG5y,1
2zPvDg6LI6NHPQVQIESjfW,6w3SkAHYPsQ1bxV7VDlG5y,1
1mcTU81TzQhprhouKaTkpq,2XcZshqzPKm3iZcmt73R8D,1
2XcZshqzPKm3iZcmt73R8D,7Kh6SBEGtFtqjYo5bN0ACG,1
2Jb9jVnCpWkXtoGznFJ6bF,2XcZshqzPKm3iZcmt73R8D,1
4IMAo2UQchVFyPH24PAjUs,6w3SkAHYPsQ1bxV7VDlG5y,1
2XcZshqzPKm3iZcmt73R8D,5TYxZTjIPqKM8K8NuP9woO,1
4puAp107dCehraE47QXVQX,6w3SkAHYPsQ1bxV7VDlG5y,1
0Po5jQg8puEmTBiVsfY38p,0u4eSD22YhmWJMg1A22GBw,1
2Jb9jVnCpWkXtoGznFJ6bF,6oMRQ5H3A2XA5I3RG3leni,1
14zUHaJZo1mnYtn6IBRaRP,6w3SkAHYPsQ1bxV7VDlG5y,2
5TYxZTjIPqKM8K8NuP9woO,6w3SkAHYPsQ1bxV7VDlG5y,1
1mcTU81TzQhprhouKaTkpq,7Kh6SBEGtFtqjYo5bN0ACG,1
1mcTU81TzQhprhouKaTkpq,2Jb9jVnCpWkXtoGznFJ6bF,1
5TYxZTjIPqKM8K8NuP9woO,5XJDexmWFLWOkjOEjOVX3e,1
0KPX4Ucy9dk82uj4GpKesn,6w3SkAHYPsQ1bxV7VDlG5y,2
5CA5IqbsFr4hpNLdjgO0BU,5U5wYVqrbD6J8SK4kNhau4,1
1GKIlPFdcewHtpDVCQ8zmJ,5TYxZTjIPqKM8K8NuP9woO,1
5RVuxgqu3esPo4LIrf4HUs,6w3SkAHYPsQ1bxV7VDlG5y,1
5J7rXWjtn5HzUkJ4Jet8Fr,6w3SkAHYPsQ1bxV7VDlG5y,1
1Ixof0imwzqpuV21Ug9pKn,2IMZYfNi21MGqxopj9fWx8,1
6w3SkAHYPsQ1bxV7VDlG5y,716NhGYqD1jl2wI1Qkgq36,1
2qWK8K2Jfh67UqtwY8tCW6,6w3SkAHYPsQ1bxV7VDlG5y,1
2Jb9jVnCpWkXtoGznFJ6bF,5TYxZTjIPqKM8K8NuP9woO,1
0Po5jQg8puEmTBiVsfY38p,6w3SkAHYPsQ1bxV7VDlG5y,1
1GDbiv3spRmZ1XdM1jQbT7,6w3SkAHYPsQ1bxV7VDlG5y,1
1Ixof0imwzqpuV21Ug9pKn,6w3SkAHYPsQ1bxV7VDlG5y,2
2Jb9jVnCpWkXtoGznFJ6bF,5U5wYVqrbD6J8SK4kNhau4,1
1mcTU81TzQhprhouKaTkpq,4zOhMWD0LoBe2nP7s9cHhX,1
1GAymyGBvB4gQy5Z5LZ1Wj,37230BxxYs9ksS7OkZw3IU,1
1GDbiv3spRmZ1XdM1jQbT7,7cYik4OyfBXYV5Z2TI7p90,1
5rnUlLid4WEcDmAz6McM33,6w3SkAHYPsQ1bxV7VDlG5y,1
2XcZshqzPKm3iZcmt73R8D,6w3SkAHYPsQ1bxV7VDlG5y,1
4zOhMWD0LoBe2nP7s9cHhX,7Kh6SBEGtFtqjYo5bN0ACG,1
0KPX4Ucy9dk82uj4GpKesn,1mcTU81TzQhprhouKaTkpq,2
5rnUlLid4WEcDmAz6McM33,60XHOAhvEBiV6BGBOv8ClM,1
0zO8yNnw5GQgutcIyXfGBY,6w3SkAHYPsQ1bxV7VDlG5y,1
5XJDexmWFLWOkjOEjOVX3e,6w3SkAHYPsQ1bxV7VDlG5y,2
5bWUlnPx9OYKsLiUJrhCA1,7Kh6SBEGtFtqjYo5bN0ACG,1
0GM7qgcRCORpGnfcN2tCiB,6w3SkAHYPsQ1bxV7VDlG5y,2
1GAymyGBvB4gQy5Z5LZ1Wj,6w3SkAHYPsQ1bxV7VDlG5y,1
1GKIlPFdcewHtpDVCQ8zmJ,5CA5IqbsFr4hpNLdjgO0BU,1
2Jb9jVnCpWkXtoGznFJ6bF,6w3SkAHYPsQ1bxV7VDlG5y,2
5XJDexmWFLWOkjOEjOVX3e,7Kh6SBEGtFtqjYo5bN0ACG,1
3RtNN1VnooWEn3KQk03DUL,5XJDexmWFLWOkjOEjOVX3e,3
1GKIlPFdcewHtpDVCQ8zmJ,7Kh6SBEGtFtqjYo5bN0ACG,2
6w3SkAHYPsQ1bxV7VDlG5y,7ejyCwT1b7MIwHVCVO8HjX,1
4zOhMWD0LoBe2nP7s9cHhX,5TYxZTjIPqKM8K8NuP9woO,1
1mcTU81TzQhprhouKaTkpq,7iK8PXO48WeuP03g8YR51W,2
4zOhMWD0LoBe2nP7s9cHhX,6w3SkAHYPsQ1bxV7VDlG5y,1
4axKuDPr6WKcDCyh8vueTY,6w3SkAHYPsQ1bxV7VDlG5y,1
01m2XZ7m7rAz6KY3scTdaV,6w3SkAHYPsQ1bxV7VDlG5y,1
5TYxZTjIPqKM8K8NuP9woO,5bWUlnPx9OYKsLiUJrhCA1,1
1mcTU81TzQhprhouKaTkpq,5XJDexmWFLWOkjOEjOVX3e,2
4Wcscw7z9AAE6y7qWdIAin,6w3SkAHYPsQ1bxV7VDlG5y,1
6w3SkAHYPsQ1bxV7VDlG5y,7qYeIN2r4H1kBvr0Gm9Iav,1
2XcZshqzPKm3iZcmt73R8D,4zOhMWD0LoBe2nP7s9cHhX,1
2IMZYfNi21MGqxopj9fWx8,6w3SkAHYPsQ1bxV7VDlG5y,1
11usEAQkFE6UJwsyAKkchi,6w3SkAHYPsQ1bxV7VDlG5y,1
1mcTU81TzQhprhouKaTkpq,6w3SkAHYPsQ1bxV7VDlG5y,2
2XcZshqzPKm3iZcmt73R8D,5bWUlnPx9OYKsLiUJrhCA1,1
4zOhMWD0LoBe2nP7s9cHhX,5XJDexmWFLWOkjOEjOVX3e,1
1bAftSH8umNcGZ0uyV7LMg,2qWK8K2Jfh67UqtwY8tCW6,3
1GKIlPFdcewHtpDVCQ8zmJ,1mcTU81TzQhprhouKaTkpq,2
22P1OY4TRFRwhP0q29loQ8,6w3SkAHYPsQ1bxV7VDlG5y,1
5U5wYVqrbD6J8SK4kNhau4,6oMRQ5H3A2XA5I3RG3leni,1
2XcZshqzPKm3iZcmt73R8D,5XJDexmWFLWOkjOEjOVX3e,1
5XJDexmWFLWOkjOEjOVX3e,7iK8PXO48WeuP03g8YR51W,5
6w3SkAHYPsQ1bxV7VDlG5y,7iK8PXO48WeuP03g8YR51W,1
5XJDexmWFLWOkjOEjOVX3e,5bWUlnPx9OYKsLiUJrhCA1,3
2Jb9jVnCpWkXtoGznFJ6bF,4zOhMWD0LoBe2nP7s9cHhX,1
1GKIlPFdcewHtpDVCQ8zmJ,2XcZshqzPKm3iZcmt73R8D,1
6w3SkAHYPsQ1bxV7VDlG5y,7x7vfF89MqM94K8wvK3Omq,1
2Jb9jVnCpWkXtoGznFJ6bF,5bWUlnPx9OYKsLiUJrhCA1,1
2Jb9jVnCpWkXtoGznFJ6bF,7Kh6SBEGtFtqjYo5bN0ACG,1
1GKIlPFdcewHtpDVCQ8zmJ,2Jb9jVnCpWkXtoGznFJ6bF,2
1GKIlPFdcewHtpDVCQ8zmJ,5XJDexmWFLWOkjOEjOVX3e,2
6NmMI7UnfmIpLRYoz8H9jm,6w3SkAHYPsQ1bxV7VDlG5y,1
0GM7qgcRCORpGnfcN2tCiB,37230BxxYs9ksS7OkZw3IU,2
1GKIlPFdcewHtpDVCQ8zmJ,5bWUlnPx9OYKsLiUJrhCA1,1
2Jb9jVnCpWkXtoGznFJ6bF,5XJDexmWFLWOkjOEjOVX3e,1
0KPX4Ucy9dk82uj4GpKesn,1Ts9of7VPZElwPQnqnDSfW,1
4zOhMWD0LoBe2nP7s9cHhX,5bWUlnPx9OYKsLiUJrhCA1,1
4lHAjTCvXGu8QIM3cEe93m,6w3SkAHYPsQ1bxV7VDlG5y,1
6oMRQ5H3A2XA5I3RG3leni,6w3SkAHYPsQ1bxV7VDlG5y,1
1Ts9of7VPZElwPQnqnDSfW,1mcTU81TzQhprhouKaTkpq,4
1GKIlPFdcewHtpDVCQ8zmJ,6oMRQ5H3A2XA5I3RG3leni,1
1GKIlPFdcewHtpDVCQ8zmJ,4zOhMWD0LoBe2nP7s9cHhX,2
60XHOAhvEBiV6BGBOv8ClM,6w3SkAHYPsQ1bxV7VDlG5y,1
1GKIlPFdcewHtpDVCQ8zmJ,4axKuDPr6WKcDCyh8vueTY,2
12vb80Km0Ew53ABfJOepVz,14zUHaJZo1mnYtn6IBRaRP,2
01m2XZ7m7rAz6KY3scTdaV,1bAftSH8umNcGZ0uyV7LMg,3
0GM7qgcRCORpGnfcN2tCiB,1GAymyGBvB4gQy5Z5LZ1Wj,2
1mcTU81TzQhprhouKaTkpq,5bWUlnPx9OYKsLiUJrhCA1,2
12vb80Km0Ew53ABfJOepVz,7qYeIN2r4H1kBvr0Gm9Iav,2
01m2XZ7m7rAz6KY3scTdaV,2qWK8K2Jfh67UqtwY8tCW6,1
11usEAQkFE6UJwsyAKkchi,5J7rXWjtn5HzUkJ4Jet8Fr,1
1Yj5Xey7kTwvZla8sqdsdE,6XkjpgcEsYab502Vr1bBeW,3
1Yj5Xey7kTwvZla8sqdsdE,5XJDexmWFLWOkjOEjOVX3e,2
1Yj5Xey7kTwvZla8sqdsdE,3dC19P4w1BbDuwCailjybv,2
1Yj5Xey7kTwvZla8sqdsdE,5NenY2Jl9wwLRxf86go4Y8,1
1Yj5Xey7kTwvZla8sqdsdE,6uzHLlGqFKaXYOnZyYmXYg,2
1Yj5Xey7kTwvZla8sqdsdE,2XcZshqzPKm3iZcmt73R8D,1
1Yj5Xey7kTwvZla8sqdsdE,2NZD6Gqfk60GEcAAnJKVsR,2
1U1el3k54VvEUzo3ybLPlM,6nVcHLIgY5pE2YCl8ubca1,1
1Yj5Xey7kTwvZla8sqdsdE,4Enz9bGPvgSkKRLyLeQL43,1
4Fw6S1XIDNuw6dutII4SsZ,4yxLYO2imECxGYTTV7RQKb,1
1Yj5Xey7kTwvZla8sqdsdE,5CA5IqbsFr4hpNLdjgO0BU,1
1QcutbFtA6u8A2ZFTZuLSL,1Yj5Xey7kTwvZla8sqdsdE,2
10VBp06W8NIgMW4JruLCC4,1Yj5Xey7kTwvZla8sqdsdE,1
1Yj5Xey7kTwvZla8sqdsdE,6w9ToX5slZ4uIdmD17hJ3c,2
0ys2OFYzWYB5hRDLCsBqxt,6XkjpgcEsYab502Vr1bBeW,5
1TA5sGRlKUJXBN4ZyJuDIX,1Yj5Xey7kTwvZla8sqdsdE,1
1Yj5Xey7kTwvZla8sqdsdE,3m5qlPf2OkihLz3dRYnkPA,1
1F5KgWs6pawyDs5px23UIQ,2BJWqrBKEqtZUKWtzmpPDj,1
1Yj5Xey7kTwvZla8sqdsdE,7CvTknweLr9feJtRGrpDBy,2
1Yj5Xey7kTwvZla8sqdsdE,5XQWXnMwsvuvCPMneXUbsy,1
1Yj5Xey7kTwvZla8sqdsdE,5uwa6tAMMfNbBFIHiI6NV4,1
0Y34e6XlsBGOdjEyKZzTMB,2vnaEm73LHWfchNiQccNBa,1
1Yj5Xey7kTwvZla8sqdsdE,6nVcHLIgY5pE2YCl8ubca1,1
0x5lhIYknBUEozHuXjkwUs,4yxLYO2imECxGYTTV7RQKb,1
1Yj5Xey7kTwvZla8sqdsdE,790FomKkXshlbRYZFtlgla,2
1Yj5Xey7kTwvZla8sqdsdE,2H5XfIuAQCXmaIDm7vcViA,1
1Yj5Xey7kTwvZla8sqdsdE,4Fw6S1XIDNuw6dutII4SsZ,1
1Yj5Xey7kTwvZla8sqdsdE,7j6DKwmjbxvpQO8h914uEz,2
2NZD6Gqfk60GEcAAnJKVsR,3dC19P4w1BbDuwCailjybv,1
1Yj5Xey7kTwvZla8sqdsdE,2YRyPiW98bpkARAS4B3OQP,2
1Yj5Xey7kTwvZla8sqdsdE,2vnaEm73LHWfchNiQccNBa,1
1Yj5Xey7kTwvZla8sqdsdE,5Y3MV9DZ0d87NnVm56qSY1,1
1Yj5Xey7kTwvZla8sqdsdE,2BJWqrBKEqtZUKWtzmpPDj,1
1Yj5Xey7kTwvZla8sqdsdE,4yxLYO2imECxGYTTV7RQKb,1
1SiLK8gdECx2iEm2SSj0Bl,1Yj5Xey7kTwvZla8sqdsdE,1
1Yj5Xey7kTwvZla8sqdsdE,3Wb38LDP3N4tkobValgE9D,1
1Yj5Xey7kTwvZla8sqdsdE,4axKuDPr6WKcDCyh8vueTY,1
0ys2OFYzWYB5hRDLCsBqxt,1Yj5Xey7kTwvZla8sqdsdE,3
1Yj5Xey7kTwvZla8sqdsdE,5lFhCi03HDneWzvCxGctrT,1
1Yj5Xey7kTwvZla8sqdsdE,1rTUwYS38LkQTlT2fhikch,1
1fIJZfSmqQkuqfKNRmrS1V,4yxLYO2imECxGYTTV7RQKb,1
6uzHLlGqFKaXYOnZyYmXYg,7CvTknweLr9feJtRGrpDBy,1
1F5KgWs6pawyDs5px23UIQ,1Yj5Xey7kTwvZla8sqdsdE,1
1Yj5Xey7kTwvZla8sqdsdE,35oGZihZclGoTVuICPXRP9,1
3m5qlPf2OkihLz3dRYnkPA,5uwa6tAMMfNbBFIHiI6NV4,1
1U1el3k54VvEUzo3ybLPlM,1Yj5Xey7kTwvZla8sqdsdE,1
1Yj5Xey7kTwvZla8sqdsdE,4CQdcx66F116k2db2Y0rjE,1
0x5lhIYknBUEozHuXjkwUs,1fIJZfSmqQkuqfKNRmrS1V,1
1QcutbFtA6u8A2ZFTZuLSL,7CvTknweLr9feJtRGrpDBy,1
0Y34e6XlsBGOdjEyKZzTMB,1Yj5Xey7kTwvZla8sqdsdE,1
1Yj5Xey7kTwvZla8sqdsdE,44cW3xznP61BXbu0e7fgxn,1
1Yj5Xey7kTwvZla8sqdsdE,6TKygPpVT29oGUogu4J9Ec,1
790FomKkXshlbRYZFtlgla,7j6DKwmjbxvpQO8h914uEz,3
49YbNTLaaAbZHLtDI2aPGL,4VMYDCV2IEDYJArk749S6m,1
329e4yvIujISKGKz1BZZbO,3EiLUeyEcA6fbRPSHkG5kb,1
1lpOgw56wZLDa8gaP6bSIs,7iK8PXO48WeuP03g8YR51W,1
3E12tRURRvPfHz0hAMCFYc,7MP4jhYmFEgb0AtiOkw55s,1
1GDbiv3spRmZ1XdM1jQbT7,4VMYDCV2IEDYJArk749S6m,2
4VMYDCV2IEDYJArk749S6m,7hJcb9fa4alzcOq3EaNPoG,1
4VMYDCV2IEDYJArk749S6m,6XFITTl7cFTdopDY3lUdlY,1
21451j1KhjAiaYKflxBjr1,4VMYDCV2IEDYJArk749S6m,1
0zgbk1EdcU6tt6QUOnCC5o,4VMYDCV2IEDYJArk749S6m,1
4VMYDCV2IEDYJArk749S6m,7LiVklVR1325BIOqD9kykr,1
0QORPHk3wnOCjHpmDOZgfP,4VMYDCV2IEDYJArk749S6m,1
1yxSLGMDHlW21z4YXirZDS,4VMYDCV2IEDYJArk749S6m,1
0eHQ9o50hj6ZDNBt6Ys1sD,2LRoIwlKmHjgvigdNGBHNo,5
1mcTU81TzQhprhouKaTkpq,3yDIp0kaq9EFKe07X1X2rz,1
0k7Xl1pqI3tu8sSEjo5oEg,4VMYDCV2IEDYJArk749S6m,1
1WMwuNKzEFtU6pPkdtryYS,329e4yvIujISKGKz1BZZbO,1
1vyhD5VmyZ7KMfW5gqLgo5,77ziqFxp5gaInVrF2lj4ht,3
4VMYDCV2IEDYJArk749S6m,77ziqFxp5gaInVrF2lj4ht,5
1yxSLGMDHlW21z4YXirZDS,4ofR6MCxBBYuXCGkiQLCpm,1
4V8Sr092TqfHkfAA5fXXqG,4VMYDCV2IEDYJArk749S6m,1
4VMYDCV2IEDYJArk749S6m,6RMWFexOHVj5ctezneQH5v,1
3EiLUeyEcA6fbRPSHkG5kb,3IEvQoAohcGX7CdrbtIle7,1
34Y0ldeyUv7jBvukWOGASO,4VMYDCV2IEDYJArk749S6m,1
1SupJlEpv7RS2tPNRaHViT,4VMYDCV2IEDYJArk749S6m,1
1yxSLGMDHlW21z4YXirZDS,7vWC03wqXwUqjPON8hc1tz,1
4VMYDCV2IEDYJArk749S6m,5fJsY7afrbsyzJj9wdzJMh,1
0GM7qgcRCORpGnfcN2tCiB,2LRoIwlKmHjgvigdNGBHNo,3
1mcTU81TzQhprhouKaTkpq,4VMYDCV2IEDYJArk749S6m,3
0QORPHk3wnOCjHpmDOZgfP,329e4yvIujISKGKz1BZZbO,1
3EiLUeyEcA6fbRPSHkG5kb,4VMYDCV2IEDYJArk749S6m,1
2TjgzYcbTdsZjbT9OItIeB,4VMYDCV2IEDYJArk749S6m,2
12vb80Km0Ew53ABfJOepVz,4VMYDCV2IEDYJArk749S6m,1
0QORPHk3wnOCjHpmDOZgfP,4SsVbpTthjScTS7U2hmr1X,1
2LRoIwlKmHjgvigdNGBHNo,4VMYDCV2IEDYJArk749S6m,5
4VMYDCV2IEDYJArk749S6m,5lwmRuXgjX8xIwlnauTZIP,1
1WMwuNKzEFtU6pPkdtryYS,4VMYDCV2IEDYJArk749S6m,1
1vyhD5VmyZ7KMfW5gqLgo5,34Y0ldeyUv7jBvukWOGASO,1
4VMYDCV2IEDYJArk749S6m,4ofR6MCxBBYuXCGkiQLCpm,1
1UdLtKAD4FbM7r2XCfAWAs,4VMYDCV2IEDYJArk749S6m,1
1XWQvHMnUr3CZQf88Pe4De,20qISvAhX20dpIbOOzGK3q,1
