id,name,popularity,genres
2ydZrTy8U3kOMOzx20s3dg,DJ Nelson,70,reggaeton
0B4uq7LA4vdVwFPDoOcVtw,Jey One,63,dembow
0AY6tq934rmw7zSFRl6e6S,Nueva H,60,corridos tumbados;corrido;corridos bélicos
1mX1TWKpNxDSAH16LgDfiR,Jesse & Joy,77,latin pop
4yjm4SvYqC5FFuLbB6TyHr,Bellakath,67,reggaeton mexa;reggaeton
6tmdudtl1wM5WwTIqZX0WD,La Ventaja,58,corrido;corridos bélicos;sierreño;banda
5f7VJjfbwm532GiveGC0ZK,Lil Baby,88,
2qWK8K2Jfh67UqtwY8tCW6,YSY A,74,argentine trap;trap
1zadl0UA8O0AYeSoMauChk,Tino JJ,32,flamenco urbano;flamenco;flamenco pop
1pf0MPKfKdvS8J779mS1Ay,Miky Woodz,70,trap latino;dembow;reggaeton
4nD4jJ7anYuvuMtM8Wrspz,Lautaro Lopez,39,argentine trap
7DzqOghrDEW0vlJxZXaeLj,Julieta,45,
4vhNDa5ycK0ST968ek7kRr,Carlos Vives,74,colombian pop;vallenato;latin;latin pop
0UWZUmn7sybxMCqrw9tGa7,Juanes,77,latin pop;colombian pop;rock en español
3TKCdsX8yNNoiC1gesn6or,RONNY J,50,argentine trap
3EiLUeyEcA6fbRPSHkG5kb,De La Ghetto,78,reggaeton;trap latino;urbano latino
2KtMll7bpqySnZhr8wriRE,CDobleta,63,trap latino
1gJdf4Yybu4X5A2xYV3NMV,Eden Muñoz,78,banda;corrido;norteño;corridos bélicos;corridos tumbados
3yJ7q2MEpB9SLK9Xy1EJ2F,Memo Garza,54,banda
7lQ0RJHYziDXtTeu9Ef8Wm,DimeWest,35,trap latino
7ltDVBr6mKbRvohxheJ9h1,ROSALÍA,88,latin
1FNMaRFSwlbHQnloS3QO1X,Eddy Goyen,18,
3IEvQoAohcGX7CdrbtIle7,Baby Rasta y Gringo,66,reggaeton
4ArPQ1Opcksbbf3CPwEjWE,Emilee,57,
3VwKSHAfgzV1DOHV0aANCI,TOKiMONSTA,50,
4POeB6Dr0EsRigViBnsTgU,Fabianni,38,
48zixAu4wMDZwpVbOenDU7,Grupo Cañaveral De Humberto Pabón,66,cumbia;cumbia sonidera;salsa
76S9tWvZEynS5QanzUkkjw,risko,45,argentine trap
4QFG9KrGWEbr6hNA58CAqE,Alemán,79,mexican hip hop;latin hip hop;electro corridos
4WnAHZz1pgl8hus8hidIRV,MHD,65,french rap;pop urbaine;french r&b
3r17AfJCCUqC9Lf0OAc73G,Fergie,71,
0Jo06O68y5JjVgiPbAR9Ox,Agarrate Catalina,46,murga;candombe
01rgao9OzfBm2BOHWJpi1Y,Espinoza Paz,69,banda;ranchera;popular colombian music;norteño;grupera;mariachi
14zUHaJZo1mnYtn6IBRaRP,Justin Quiles,79,reggaeton
7yYwMLyDomWvLopr8vsJZK,Sabine,23,
4CQdcx66F116k2db2Y0rjE,Hades66,77,trap latino
14CVFYbyTHSbffeB0iyoDI,Carlos Torres,19,corridos tumbados;corrido
0Bxo11d6nt1FpPWCo4PGcw,Mister Chivo,52,grupera;cumbia;cumbia norteña
1SiLK8gdECx2iEm2SSj0Bl,Ak4:20,60,chilean trap;reggaeton chileno;chilean mambo;mambo;urbano latino
5U0j7qddH2BMJDF3NOXS96,DJ Ricky,20,salsa choke;merengue
0jdNdfi4vAuVi7a6cPDFBM,Lazza,73,italian trap;concerto
7slfeZO9LsJbWgpkIoXBUJ,Ricky Martin,74,latin pop;latin
3Apb2lGmGJaBmr0TTBJvIZ,Rusherking,66,argentine trap;cuarteto
5LXWGcBr4mojJnf51Beuf6,Saga WhiteBlack,36,
3GPTvhZ8XfH7WkHXidvELk,Chris Lebron,63,
18qC8mrcJ9ZjChRDPvpadi,Aleesha,46,latin r&b
2eqoJbzUGDwys5ENUkbT3h,J.I the Prince of N.Y,60,
2BTS8Np1YzPQuXjgdlqsBB,Emanero,64,cuarteto;cumbia
4V8Sr092TqfHkfAA5fXXqG,Luis Fonsi,76,latin
3hfWiirwdO1ijoZQwj7uzZ,Lil Naay,66,dembow;trap latino
09Hzsy5bgnADJzIVlYUoQ3,Los Minis de Caborca,51,corrido;corridos bélicos;sierreño;corridos tumbados
7B1LLuCQk13H4Mb6CFBftU,The Martinez Brothers,50,tech house;latin house
2rmkQLzj0k4nZdQehOUByO,Chino Pacas,78,corrido;corridos tumbados;corridos bélicos;música mexicana
3vXXs7JjWfPO0YHhDnj4SP,KARRAHBOOO,48,
4GZOqR1Cx6YeBN2Lmv0B1e,Victor Garcia,57,grupera;banda;norteño
4DAhpWFfOQv2UBSAzjhzLV,Rene,30,corridos tumbados
014WIDx7H4BRCHB1faiisK,Los Tucanes De Tijuana,76,corrido;norteño;cumbia norteña;música mexicana;banda;ranchera
7qYeIN2r4H1kBvr0Gm9Iav,Randy Nota Loca,72,reggaeton
2dHbjVgpO3NvzY8D7yZvji,Donaty,58,dembow
7MP4jhYmFEgb0AtiOkw55s,Play-N-Skillz,52,
3OcvS8PzSGYMBvLdzY6g3e,Silvestre Dangond,70,vallenato;colombian pop;rumba congolaise
4lHAjTCvXGu8QIM3cEe93m,Maka,63,flamenco;flamenco urbano;flamenco pop
1r3tpVQ08jFAA2P4xzV5o4,Gaby Music,59,
4SQdUpG4f7UbkJG3cJ2Iyj,Arca,60,neoperreo;experimental;art pop;hyperpop
329e4yvIujISKGKz1BZZbO,Farruko,85,reggaeton;trap latino
0qTZZWLzuD59Un5r1speHm,Chris Jedi,68,trap latino;reggaeton;urbano latino
0Hkx0YcHHxDRRbH9WsSW0I,Marcianos Crew,49,argentine trap;trap
3TKS1JzWOLAnicuOCOyVlW,Nobeat,37,
6a1QKCXK81Z2vETbH1tQgs,Alan Aramburo,26,
2oCrGFAUJwBVFaaIM8c0AO,Depresión Sonora,64,post-punk
6oMRQ5H3A2XA5I3RG3leni,Alan Gomez,61,rkt;turreo;techengue
4IC2X34tZmHG3VfTbpzvwL,Julianno Sosa,67,chilean trap;reggaeton chileno;chilean mambo;mambo
1gW6pz5n1aK249L0GvfQCC,Grupo Marca Registrada,78,corrido;corridos bélicos;corridos tumbados;electro corridos;norteño;música mexicana;banda;sad sierreño;sierreño;dembow belico
2pmWsiYQukESpS71qzhreG,Paul Married,23,hyperpop
59eMWEcg6fxHRhWb5rJbtM,Sorry My Love,27,
2OhUNb01gLwygOizYvTm0e,Big One,67,argentine trap;cuarteto;cumbia
01m2XZ7m7rAz6KY3scTdaV,Neo Pistea,65,argentine trap;trap
1F5KgWs6pawyDs5px23UIQ,Kail BRL,55,reggaeton chileno;chilean trap;chilean mambo
0jeYkqwckGJoHQhhXwgzk3,Cruz Cafuné,69,
1Emea6iLt1X27HTatnL7oV,Ben Yart,36,
1ZbuFVK9SeRYrZfQLkNzah,Treintisiete,53,dembow
5T35GKZx6gSnEm06244qCp,donniedarko,32,
2MNRfUsu9bA4gzehlJc8hl,JC Karo,23,latin r&b;cumbia sonidera
1iblTHYdU8q8t8nH4sHl8A,Franux BB,43,rkt;turreo;argentine trap
6MUhWuKMY0Wo0S12d7FAgh,Gael Valenzuela,51,corrido;corridos tumbados;corridos bélicos
7HYJrA3HSTNDmkl5pylhaY,Gino Mella,61,reggaeton chileno;chilean trap;chilean mambo;mambo
1yxSLGMDHlW21z4YXirZDS,Black Eyed Peas,83,
5XQWXnMwsvuvCPMneXUbsy,Marcianeke,63,reggaeton chileno;chilean trap;chilean mambo;mambo;rkt;guaracha;turreo
4exLIFE8sISLr28sqG1qNX,Travis Barker,67,rap rock
0ElbMDEefrgdxl0geuDPHn,Esto es ¡FA!,52,folklore argentino;chamamé;latin folklore
0y59o4v8uw5crbN9M3JiL1,Badshah,76,bollywood;desi;desi hip hop;hindi pop;hindi hip hop;desi pop
1ZM3GOPFXwiy6yVeY1FM3I,Kifykify,25,argentine trap
4bWHA8fMNjzfGPQqnh5D6y,Recycled J,62,
2MXDat5eYxVcnHht0N2uSF,Club16,32,
6ISKc7ev3V4EGnEagkXexc,ROBI,54,urbano latino
2JAxtl8czMHyssC2W7b8jy,Lismar,44,
2Uj01M8Uqm5eJ1ieHyvlaO,Compa Steve,30,corridos tumbados;corrido
128ftF9X7Kd7Di2fq3wYVs,Jamby El Favo,67,trap latino
3wcj11K77LjEY1PkEazffa,Burna Boy,81,afrobeats;afrobeat;afropop;afroswing;dancehall;afropiano
1lIfaU3IJ3LdcQU35iXHo1,Alex Rivera,12,
5WLKVJGJWUubfyG8KSfuvK,Otro,30,experimental;hyperpop
0TfGwoeA3ZBISVA6uJ34nB,BAJO WEST 1708,24,argentine trap
6p2442ymrT9lZEuCZJdYcH,Ivy Queen,65,reggaeton
3ONGmday8YN8AkbsRk01iL,Lojay,63,afrobeats;afrobeat;afropop;alté;afro r&b;afropiano
5FQJWdcKPAijmEi4uroZ4h,LEÏTI,48,
233EuLolQJNuWaoQf617jD,Ery,23,urbano latino
2jSGzJw0ebJLu7OLVSOcBP,Plan B,81,reggaeton
3i5FaQPzJAMqMp59aPBZbu,Kevinsito,31,
6pztqmUqWADMZQKrrmGWGx,Pablo Lescano,43,rkt;turreo;cumbia;electrocumbia
7FWtti4FgQOvxvoB2Ycmmh,Awesome Pierre,50,argentine trap
0ONc371uQqOdKkCwsrcp9Z,Clutchill,41,hyperpop
4d9zZPgaTNFoxlRIT7qQvO,Kelo Ke,44,argentine trap
1uaiSMIzlh2Y6Fx4bC1c6s,Los G4,51,trap latino
0mA4dkNGiN4fqTBi2SLlAv,Edgardo Nuñez,75,corrido;corridos bélicos;corridos tumbados;sad sierreño;electro corridos;dembow belico;banda;sierreño;música mexicana
4D75GcNG95ebPtNvoNVXhz,AFROJACK,74,edm;big room
0gNn4tpH0cKkJrGYhzCUxQ,3rajean,23,hyperpop
7ouAPTZEzxcIOCYBLjH0NC,Fury,3,
38epWdyauFwdRkldqUMfWE,Chucky73,51,dembow;trap latino
2281RSmb2cN6knnt0Iarb2,Leo Rizzi,62,
46JHFFEjLKbXhMQsU5vSGm,Nito Mestre,34,argentine rock;nueva trova;trova
7G1pOSE6cde2iXenQsMMe3,TEDDY-O,35,afro house;latin house
0NlNru2YcUz6RbnpYGQz26,Clave Especial,76,corrido;corridos tumbados;corridos bélicos;música mexicana
1rfmPp9vA3xKSx6IIQ9Ee8,Alejo,18,
3bvfu2KAve4lPHrhEFDZna,Lola Indigo,66,
4ZdPHdArIbz2GSBXkozQYC,Los Esquivel,61,electro corridos;dembow belico;corrido;corridos tumbados;corridos bélicos
5C4PDR4LnhZTbVnKWXuDKD,Morat,81,colombian pop;latin pop
